;VON_ORT_NR;VON_ORT_TYP;NACH_ORT_NR;NACH_ORT_TYP;FGR;DAUER
104;71001;1;110201;1;1;120
105;71001;1;110801;1;1;60
106;71002;1;70002;1;1;60
107;71002;1;91302;1;1;60
108;71002;1;91402;1;1;120
109;80700;1;70601;1;1;60
110;90001;1;90201;1;1;120
111;90101;1;30401;1;1;180
112;90201;1;91501;1;1;60
113;90202;1;90002;1;1;180
114;90401;1;90201;1;1;60
115;90501;1;90401;1;1;60
116;90601;1;90501;1;1;60
117;90702;1;90202;1;1;60
118;90801;1;70001;1;1;120
119;90802;1;91502;1;1;60
120;91002;1;91702;1;1;60
121;91201;1;91301;1;1;60
122;91202;1;91702;1;1;60
123;91301;1;71001;1;1;60
124;91302;1;91202;1;1;60
125;91402;1;50502;1;1;60
126;91501;1;90801;1;1;60
127;91502;1;90202;1;1;60
128;91602;1;90702;1;1;60
129;91701;1;91201;1;1;60
130;91702;1;10402;1;1;60
131;91702;1;91602;1;1;120
132;100001;1;100101;1;1;60
133;100002;1;100202;1;1;60
134;100101;1;100111;1;1;40
135;100102;1;100002;1;1;60
136;100110;1;100102;1;1;60
137;100111;1;110501;1;1;20
138;100202;1;100402;1;1;120
139;100402;1;100702;1;1;60
140;100702;1;111002;1;1;60
141;100901;1;100001;1;1;120
142;110001;1;110402;1;1;120
143;110002;1;110202;1;1;60
144;110201;1;110001;1;1;60
145;110202;1;70902;1;1;120
146;110202;1;71002;1;1;60
147;110401;1;110002;1;1;60
148;110402;1;100110;1;1;60
149;110501;1;110401;1;1;60
150;110701;1;100901;1;1;60
151;110801;1;110701;1;1;60
152;111002;1;71002;1;1;120
153;408111;1;40901;1;1;60
154;710101;1;70001;1;1;120
155;710101;1;70004;1;1;120
156;710102;1;70602;1;1;60
157;333333;4;20001;1;1;180
158;6101;1;60801;1;2;120
159;6101;1;60901;1;2;60
160;10001;1;10301;1;2;120
161;10003;1;10301;1;2;120
162;10101;1;10301;1;2;120
163;10102;1;10202;1;2;120
164;10201;1;10101;1;2;120
165;10202;1;41302;1;2;120
166;10301;1;10401;1;2;60
167;10302;1;10002;1;2;120
168;10302;1;10102;1;2;120
169;10401;1;91701;1;2;120
170;10401;1;91802;1;2;120
171;10402;1;10302;1;2;60
172;20001;1;6101;1;2;120
173;20001;1;30801;1;2;120
174;20001;1;30911;1;2;20
175;20001;1;31101;1;2;60
176;20002;1;20102;1;2;60
177;20002;1;222222;4;2;15
178;20101;1;20001;1;2;60
179;20201;1;31101;1;2;120
180;20301;1;20201;1;2;60
181;20401;1;20301;1;2;60
182;20501;1;20001;1;2;120
183;20601;1;20501;1;2;60
184;30001;1;30101;1;2;60
185;30101;1;30201;1;2;60
186;30102;1;30002;1;2;60
187;30102;1;30912;1;2;60
188;30201;1;30501;1;2;60
189;30202;1;30102;1;2;60
190;30302;1;30202;1;2;60
191;30401;1;30501;1;2;60
192;30402;1;90102;1;2;240
193;30501;1;30601;1;2;60
194;30502;1;30302;1;2;60
195;30502;1;30402;1;2;60
196;30601;1;31001;1;2;120
197;30601;1;32202;1;2;60
198;30702;1;30502;1;2;60
199;30801;1;30901;1;2;60
200;30802;1;20002;1;2;120
201;30901;1;32201;1;2;60
202;30902;1;30802;1;2;60
203;30911;1;30101;1;2;40
204;30912;1;20002;1;2;60
205;30912;1;31101;1;2;60
206;31001;1;32501;1;2;60
207;31002;1;30702;1;2;60
208;31002;1;32102;1;2;60
209;31002;1;32202;1;2;60
210;31101;1;31301;1;2;60
211;31101;1;31401;1;2;60
212;31102;1;20002;1;2;120
213;31201;1;31401;1;2;60
214;31301;1;6101;1;2;60
215;31401;1;30901;1;2;120
216;31401;1;31901;1;2;60
217;31502;1;6101;1;2;60
218;31502;1;31102;1;2;60
219;31502;1;31202;1;2;60
220;31601;1;31502;1;2;60
221;31802;1;31601;1;2;120
222;31901;1;32001;1;2;120
223;32001;1;32101;1;2;60
224;32002;1;31802;1;2;60
225;32101;1;31001;1;2;60
226;32102;1;32002;1;2;60
227;32201;1;30502;1;2;60
228;32201;1;31001;1;2;60
229;32202;1;20002;1;2;180
230;32202;1;30902;1;2;60
231;32202;1;31601;1;2;120
232;32501;1;70601;1;2;60
233;32502;1;31002;1;2;60
234;40001;1;333333;4;2;360
235;40002;1;40102;1;2;60
236;40101;1;40001;1;2;60
237;40102;1;40202;1;2;60
238;40201;1;40101;1;2;60
239;40202;1;40302;1;2;120
240;40301;1;40201;1;2;120
241;40302;1;40404;1;2;60
242;40401;1;40301;1;2;60
243;40404;1;40501;1;2;60
244;40501;1;40601;1;2;120
245;40502;1;40401;1;2;60
246;40601;1;40701;1;2;60
247;40602;1;40502;1;2;120
248;40701;1;40801;1;2;60
249;40702;1;40602;1;2;120
250;40801;1;408111;1;2;60
251;40802;1;40702;1;2;60
252;40901;1;41001;1;2;120
253;40902;1;408112;1;2;120
254;41001;1;41101;1;2;60
255;41002;1;40902;1;2;120
256;41101;1;41201;1;2;60
257;41102;1;41002;1;2;60
258;41201;1;20601;1;2;180
259;41201;1;41301;1;2;240
260;41202;1;41102;1;2;60
261;41301;1;10201;1;2;120
262;41302;1;41202;1;2;180
263;50201;1;500021;1;2;60
264;50301;1;50401;1;2;60
265;50302;1;50201;1;2;60
266;50401;1;50501;1;2;60
267;50402;1;50302;1;2;60
268;50501;1;91301;1;2;60
269;50502;1;50402;1;2;60
270;60101;1;70404;1;2;120
271;60102;1;60306;1;2;60
272;60102;1;60702;1;2;60
273;60221;1;61501;1;2;60
274;60222;1;60305;1;2;120
275;60301;1;60305;1;2;120
276;60302;1;60402;1;2;60
277;60305;1;60101;1;2;60
278;60305;1;60702;1;2;120
279;60306;1;60221;1;2;120
280;60306;1;60302;1;2;60
281;60401;1;60301;1;2;60
282;60402;1;60502;1;2;60
283;60501;1;60401;1;2;60
284;60502;1;61302;1;2;60
285;60602;1;60502;1;2;60
286;60701;1;60306;1;2;120
287;60702;1;60602;1;2;60
288;60702;1;60802;1;2;60
289;60801;1;60701;1;2;60
290;60802;1;61002;1;2;120
291;60901;1;61201;1;2;120
292;60902;1;61002;1;2;60
293;61002;1;20002;1;2;120
294;61002;1;31401;1;2;60
295;61201;1;61301;1;2;60
296;61202;1;60902;1;2;120
297;61301;1;60501;1;2;60
298;61302;1;61202;1;2;60
299;61401;1;70101;1;2;60
300;61401;1;70901;1;2;120
301;61402;1;61502;1;2;60
302;61501;1;61401;1;2;60
303;61502;1;60222;1;2;60
304;70001;1;71001;1;2;120
305;70002;1;90802;1;2;120
306;70002;1;90902;1;2;60
307;70002;1;710102;1;2;60
308;70003;1;710102;1;2;60
309;70101;1;70901;1;2;120
310;70402;1;60102;1;2;60
311;70404;1;61401;1;2;60
312;70502;1;70402;1;2;60
313;70601;1;710101;1;2;60
314;70602;1;32202;1;2;180
315;70602;1;32502;1;2;60
316;70603;1;70502;1;2;60
317;70901;1;110201;1;2;120
318;70902;1;61402;1;2;120
319;71001;1;110201;1;2;120
320;71001;1;110801;1;2;120
321;71002;1;70002;1;2;120
322;71002;1;91302;1;2;120
323;71002;1;91402;1;2;120
324;90001;1;90201;1;2;120
325;90101;1;30401;1;2;180
326;90102;1;90201;1;2;120
327;90201;1;90701;1;2;60
328;90201;1;91501;1;2;60
329;90202;1;90002;1;2;180
330;90202;1;90101;1;2;180
331;90203;1;90402;1;2;60
332;90401;1;90201;1;2;60
333;90402;1;90502;1;2;60
334;90501;1;90401;1;2;60
335;90502;1;90602;1;2;60
336;90601;1;90501;1;2;60
337;90701;1;91601;1;2;60
338;90702;1;90202;1;2;60
339;90801;1;70001;1;2;120
340;90802;1;91502;1;2;60
341;90901;1;70001;1;2;120
342;90902;1;91002;1;2;60
343;91001;1;70003;1;2;60
344;91001;1;90901;1;2;60
345;91002;1;91702;1;2;60
346;91201;1;91301;1;2;60
347;91202;1;91702;1;2;60
348;91301;1;71001;1;2;120
349;91302;1;91202;1;2;60
350;91402;1;50502;1;2;60
351;91501;1;90801;1;2;60
352;91502;1;90202;1;2;60
353;91502;1;90203;1;2;60
354;91601;1;91701;1;2;120
355;91601;1;91801;1;2;60
356;91602;1;90702;1;2;60
357;91701;1;91001;1;2;60
358;91701;1;91201;1;2;60
359;91702;1;10402;1;2;60
360;91702;1;91602;1;2;120
361;91801;1;10402;1;2;120
362;91802;1;91602;1;2;60
363;100001;1;100101;1;2;60
364;100002;1;100202;1;2;60
365;100101;1;100111;1;2;60
366;100102;1;100002;1;2;60
367;100110;1;100102;1;2;60
368;100111;1;110501;1;2;60
369;100201;1;100001;1;2;60
370;100202;1;100402;1;2;120
371;100401;1;100201;1;2;120
372;100402;1;100702;1;2;60
373;100701;1;100401;1;2;60
374;100702;1;111002;1;2;120
375;100901;1;100001;1;2;120
376;110001;1;110402;1;2;120
377;110002;1;110202;1;2;60
378;110201;1;110001;1;2;60
379;110202;1;70902;1;2;120
380;110202;1;71002;1;2;120
381;110401;1;110002;1;2;120
382;110402;1;100110;1;2;120
383;110501;1;110401;1;2;60
384;110701;1;100901;1;2;60
385;110701;1;110501;1;2;120
386;110801;1;100701;1;2;60
387;110801;1;110701;1;2;60
388;111002;1;71002;1;2;120
389;408111;1;40901;1;2;60
390;408112;1;40802;1;2;60
391;500021;1;50301;1;2;120
392;710101;1;70001;1;2;120
393;710102;1;70602;1;2;120
394;710102;1;70603;1;2;60
395;222222;4;40002;1;2;525
396;333333;4;20001;1;2;180
397;6101;1;60801;1;3;120
398;6101;1;60901;1;3;60
399;10001;1;10301;1;3;60
400;10002;1;10102;1;3;120
401;10102;1;10202;1;3;120
402;10202;1;41302;1;3;120
403;10301;1;10401;1;3;60
404;10302;1;10002;1;3;60
405;10401;1;91701;1;3;60
406;10402;1;10302;1;3;60
407;20001;1;6101;1;3;120
408;20001;1;30801;1;3;60
409;20001;1;31101;1;3;60
410;20002;1;20102;1;3;60
411;20101;1;20001;1;3;60
412;20501;1;20001;1;3;120
413;20601;1;20501;1;3;60
414;30801;1;30901;1;3;60
415;30802;1;20002;1;3;120
416;30901;1;32201;1;3;60
417;30902;1;30802;1;3;60
418;31001;1;32501;1;3;60
419;31002;1;32202;1;3;60
420;31101;1;31301;1;3;60
421;31301;1;6101;1;3;60
422;32201;1;31001;1;3;60
423;32202;1;30902;1;3;60
424;32501;1;70601;1;3;60
425;32502;1;31002;1;3;60
426;40001;1;333333;4;3;360
427;40101;1;40001;1;3;60
428;40201;1;40101;1;3;60
429;40301;1;40201;1;3;120
430;40401;1;40301;1;3;60
431;40501;1;40601;1;3;60
432;40502;1;40401;1;3;60
433;40601;1;40701;1;3;60
434;40602;1;40502;1;3;120
435;40701;1;40801;1;3;60
436;40702;1;40602;1;3;120
437;40801;1;408111;1;3;60
438;40802;1;40702;1;3;60
439;40901;1;41001;1;3;120
440;40902;1;408112;1;3;120
441;41001;1;41101;1;3;60
442;41002;1;40902;1;3;120
443;41101;1;41201;1;3;60
444;41102;1;41002;1;3;60
445;41201;1;20601;1;3;180
446;41202;1;41102;1;3;60
447;41302;1;41202;1;3;180
448;60101;1;70404;1;3;120
449;60221;1;61501;1;3;60
450;60301;1;60305;1;3;120
451;60305;1;60101;1;3;60
452;60306;1;60221;1;3;120
453;60401;1;60301;1;3;60
454;60501;1;60401;1;3;60
455;60701;1;60306;1;3;120
456;60801;1;60701;1;3;60
457;60901;1;61201;1;3;120
458;61201;1;61301;1;3;60
459;61301;1;60501;1;3;60
460;61401;1;70101;1;3;60
461;61401;1;70901;1;3;120
462;61501;1;61401;1;3;60
463;70001;1;71001;1;3;120
464;70002;1;90902;1;3;60
465;70002;1;710102;1;3;60
466;70101;1;70901;1;3;120
467;70404;1;61401;1;3;60
468;70601;1;710101;1;3;60
469;70602;1;32502;1;3;60
470;70901;1;110201;1;3;120
471;71001;1;110801;1;3;120
472;71002;1;70002;1;3;120
473;71002;1;91302;1;3;120
474;90902;1;91002;1;3;60
475;91002;1;91702;1;3;60
476;91201;1;91301;1;3;60
477;91202;1;91702;1;3;60
478;91301;1;71001;1;3;120
479;91302;1;91202;1;3;60
480;91701;1;91201;1;3;60
481;91702;1;10402;1;3;60
482;100001;1;100101;1;3;60
483;100101;1;100111;1;3;60
484;100111;1;110501;1;3;60
485;100901;1;100001;1;3;120
486;110002;1;110202;1;3;60
487;110201;1;110001;1;3;60
488;110202;1;71002;1;3;120
489;110401;1;110002;1;3;60
490;110501;1;110401;1;3;60
491;110701;1;100901;1;3;60
492;110701;1;110501;1;3;120
493;110801;1;110701;1;3;60
494;408111;1;40901;1;3;60
495;408112;1;40802;1;3;60
496;710101;1;70001;1;3;60
497;710102;1;70602;1;3;120
498;333333;4;20001;1;3;180
499;20001;1;30801;1;4;60
500;20002;1;20102;1;4;60
501;20101;1;20001;1;4;60
502;30801;1;30901;1;4;60
503;30802;1;20002;1;4;60
504;30901;1;32201;1;4;60
505;30902;1;30802;1;4;60
506;31001;1;32501;1;4;60
507;31002;1;32202;1;4;60
508;32201;1;31001;1;4;60
509;32202;1;30902;1;4;60
510;32501;1;70601;1;4;60
511;32502;1;31002;1;4;60
512;50101;1;500021;1;4;60
513;50201;1;50101;1;4;120
514;50201;1;500021;1;4;60
515;50301;1;50401;1;4;60
516;50401;1;50501;1;4;60
517;50501;1;91301;1;4;120
518;70001;1;71001;1;4;120
519;70002;1;710102;1;4;60
520;70601;1;710101;1;4;60
521;70602;1;32502;1;4;60
522;71001;1;110201;1;4;120
523;71001;1;110801;1;4;60
524;71002;1;70002;1;4;60
525;91301;1;71001;1;4;120
526;110002;1;110202;1;4;60
527;110201;1;110001;1;4;120
528;110202;1;71002;1;4;60
529;110401;1;110002;1;4;60
530;110501;1;110401;1;4;60
531;110701;1;110501;1;4;60
532;110801;1;110701;1;4;60
533;500021;1;50301;1;4;60
534;710101;1;70001;1;4;60
535;710102;1;70602;1;4;60
536;6101;1;60901;1;5;0
537;10002;1;10102;1;5;120
538;10101;1;10301;1;5;60
539;10102;1;10202;1;5;120
540;10201;1;10101;1;5;120
541;10202;1;41302;1;5;120
542;10301;1;10401;1;5;60
543;10302;1;10002;1;5;300
544;10401;1;91701;1;5;60
545;10402;1;10302;1;5;60
546;20001;1;30801;1;5;60
547;20001;1;31101;1;5;60
548;20002;1;222222;4;5;11
549;20201;1;31101;1;5;120
550;20301;1;20201;1;5;60
551;20401;1;20301;1;5;60
552;20501;1;20001;1;5;120
553;20601;1;20501;1;5;60
554;30801;1;30901;1;5;60
555;30802;1;20002;1;5;60
556;30901;1;32201;1;5;60
557;30902;1;30802;1;5;60
558;31001;1;60305;1;5;60
559;31002;1;32202;1;5;60
560;31101;1;31301;1;5;60
561;31301;1;6101;1;5;60
562;32201;1;31001;1;5;60
563;32202;1;30902;1;5;60
564;32501;1;70601;1;5;60
565;32502;1;60305;1;5;60
566;40001;1;333333;4;5;303
567;40002;1;40102;1;5;60
568;40101;1;40001;1;5;60
569;40102;1;40202;1;5;60
570;40201;1;40101;1;5;60
571;40202;1;40302;1;5;120
572;40301;1;40201;1;5;120
573;40302;1;40404;1;5;60
574;40401;1;40301;1;5;60
575;40404;1;40501;1;5;60
576;40501;1;40601;1;5;60
577;40502;1;40401;1;5;60
578;40601;1;40701;1;5;60
579;40602;1;40502;1;5;60
580;40701;1;40801;1;5;60
581;40702;1;40602;1;5;60
582;40801;1;408111;1;5;60
583;40802;1;40702;1;5;60
584;40901;1;41001;1;5;120
585;40902;1;408112;1;5;60
586;41001;1;41101;1;5;60
587;41002;1;40902;1;5;120
588;41101;1;41201;1;5;60
589;41102;1;41002;1;5;60
590;41201;1;20601;1;5;120
591;41201;1;41301;1;5;120
592;41202;1;41102;1;5;60
593;41301;1;10201;1;5;60
594;41302;1;41202;1;5;120
595;60101;1;70404;1;5;60
596;60301;1;60305;1;5;60
597;60305;1;31002;1;5;120
598;60305;1;32501;1;5;120
599;60305;1;60101;1;5;60
600;60401;1;60301;1;5;60
601;60501;1;60401;1;5;60
602;60901;1;61201;1;5;60
603;61201;1;61301;1;5;60
604;61301;1;60501;1;5;60
605;61401;1;70101;1;5;60
606;70001;1;71001;1;5;120
607;70002;1;90902;1;5;60
608;70002;1;710102;1;5;60
609;70101;1;70901;1;5;120
610;70404;1;61401;1;5;60
611;70601;1;710101;1;5;60
612;70602;1;32502;1;5;60
613;70901;1;110201;1;5;60
614;71001;1;110201;1;5;60
615;71002;1;70002;1;5;60
616;90901;1;70001;1;5;60
617;90902;1;91002;1;5;60
618;91001;1;90901;1;5;60
619;91002;1;91702;1;5;60
620;91701;1;91001;1;5;60
621;91702;1;10402;1;5;60
622;110002;1;110202;1;5;60
623;110201;1;110001;1;5;60
624;110202;1;71002;1;5;60
625;408111;1;40901;1;5;60
626;408112;1;40802;1;5;60
627;710101;1;70001;1;5;60
628;710102;1;70602;1;5;60
629;222222;4;40002;1;5;469
630;333333;4;20001;1;5;117
